paraphrases,sentences,ptypes,axes,scores
"Can you provide me with a breakdown of each player's total wins? Additionally, I would like to see a year-by-year comparison of each player's wins to understand how their performance has evolved over time.",What is the distribution of total wins by player? How has the number of wins changed over the years for each player?,questions,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",4
I think you should make a geoshape chart and color-code it with the 'Exports - goods and services' field. I feel the viridis color scheme would look really good for this.,Create a geoshape chart color-encoded with the 'Exports - goods and services' field using the viridis color scheme.,commands,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",2
"The geoshape chart utilizes color encoding with the category 'Exports - goods and services', employing the viridis color scheme.","Geoshape chart, color encoding with 'Exports - goods and services', viridis color scheme.",queries,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",5
How does the geoshape chart appear when it's color-coded with the 'Exports - goods and services' field utilizing the viridis color scheme?,How does the geoshape chart look when color-encoded with the 'Exports - goods and services' field using the viridis color scheme?,questions,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",4
Make a donut chart where 'GDP' is on the theta channel and 'Regime' is on the color channel.,Create a donut chart with 'GDP' on the theta channel and 'Regime' on the color channel.,commands,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",3
The doughnut chart assigns 'Gross Domestic Product' to the theta channel and 'Regime' to the color channel.,"Donut chart, 'GDP' to theta channel, 'Regime' to color channel",queries,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",5
"I think it would be really interesting if you could make a donut chart with 'GDP' on the theta channel and 'Regime' on the color channel, don't you agree?",Can you create a donut chart with 'GDP' on the theta channel and 'Regime' on the color channel?,questions,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",2
Please make a bar chart that goes downwards. Put 'Year' on the x-axis and 'Gross savings (% of GDP)' on the y-axis.,Create a descending bar chart with 'Year' on the x-axis and 'Gross savings (% of GDP)' on the y-axis.,commands,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",4
"The bar chart displays the years on the x-axis and the gross savings as a percentage of GDP on the y-axis, arranged in a descending order.","Bar chart, Year on x-axis, Gross savings (% of GDP) on y-axis, descending order",queries,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",3
Can you tell me how the gross savings have generally changed in relation to GDP over the years?,What is the trend of gross savings as a percentage of GDP over the years?,questions,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",3
Please assign 'WGI Score' to the x-axis and 'Country' to the y-axis directly.,Encode 'WGI Score' to the x-axis and 'Country' to the y-axis.,commands,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",4
