Agency Name,Location Name,Address,City,Zip code,County,Congress Dist,Congressional Full Name,Rep Dist,Rep Full Name,Senate Dist,Senator Full Name,Bldg Status,Year Acquired,Year Constructed,Square Footage,Total Floors,Floors Above Grade,Floors Below Grade,Usage Description,Usage Description 2,Usage Description 3
Department of Natural Resources,Jim Edgar Panther Creek F&WA - Cass Co.,P.o. Box 646,Chandlerville,62627,Cass,18,Darin M. LaHood,93,Hammond Norine K.,47,Jil Tracy,In Use,1993,1950,240,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62260,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,75,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62286,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,49700,1,1,0,Assembly,Assembly,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62286,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,2150,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62286,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,21990,1,1,0,Mercantile,Mercantile,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62286,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,9600,1,1,0,Mercantile,Mercantile,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62286,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,9600,1,1,0,Mercantile,Mercantile,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62286,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,9600,1,1,0,Mercantile,Mercantile,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62286,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,9600,1,1,0,Mercantile,Mercantile,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62286,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,9600,1,1,0,Mercantile,Mercantile,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62286,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,4600,1,1,0,Industrial,Storage,Not provided
Department of Natural Resources,World Shooting & Recreational Complex-Sparta,10410 County Road 18,Sparta,62286,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006,2006,290,1,1,0,Industrial,Industrial,Not provided
