country,region,country_code,year,lifeExp,gdpPercap,pop
Malaysia,Asia,MYS,2017,75.8,26400,31600000
Maldives,Asia,MDV,2017,79.8,12600,436000
Mali,Africa,MLI,2017,62.4,1990,18500000
Malta,Europe,MLT,2017,81.6,36800,431000
Marshall Islands,Asia,MHL,2017,,3780,53100
Mauritania,Africa,MRT,2017,70.4,3590,4420000
Mauritius,Africa,MUS,2017,74.8,20300,1270000
Mexico,Americas,MEX,2017,76.6,17000,129000000
"Micronesia, Fed. Sts.",Asia,FSM,2017,65.7,3380,106000
Moldova,Europe,MDA,2017,72.3,5130,4050000
Mongolia,Asia,MNG,2017,68.5,11400,3080000
Montenegro,Europe,MNE,2017,77.2,16200,629000
Morocco,Africa,MAR,2017,75.2,7480,35700000
Mozambique,Africa,MOZ,2017,60.5,1160,29700000
Myanmar,Asia,MMR,2017,70.2,5720,53400000
Namibia,Africa,NAM,2017,65.3,10200,2530000
Nepal,Asia,NPL,2017,71.2,2360,29300000
Netherlands,Europe,NLD,2017,81.8,47900,17000000
New Zealand,Asia,NZL,2017,81.6,35900,4710000
Nicaragua,Americas,NIC,2017,78.5,5300,6220000
Niger,Africa,NER,2017,62.1,928,21500000
Nigeria,Africa,NGA,2017,65.6,5480,191000000
North Korea,Asia,PRK,2017,70.9,1390,25500000
Norway,Europe,NOR,2017,82.2,64200,5310000
Oman,Asia,OMN,2017,77.8,39400,4640000
Pakistan,Asia,PAK,2017,67.8,5020,197000000
Palestine,Asia,PSE,2017,72.0,2700,4920000
Panama,Americas,PAN,2017,79.2,22300,4100000
Papua New Guinea,Asia,PNG,2017,61.0,2780,8250000
Paraguay,Americas,PRY,2017,74.7,9080,6810000
Peru,Americas,PER,2017,80.0,12400,32200000
Philippines,Asia,PHL,2017,70.4,7580,105000000
Poland,Europe,POL,2017,78.0,26900,38200000
Portugal,Europe,PRT,2017,81.1,27500,10300000
Qatar,Asia,QAT,2017,80.6,120000,2640000
Romania,Europe,ROU,2017,75.4,22500,19700000
Russia,Europe,RUS,2017,71.0,24400,144000000
Rwanda,Africa,RWA,2017,68.0,1850,12200000
Samoa,Asia,WSM,2017,72.2,5890,196000
Sao Tome and Principe,Africa,STP,2017,70.7,3090,204000
Saudi Arabia,Asia,SAU,2017,77.5,50100,32900000
Senegal,Africa,SEN,2017,66.5,2470,15900000
Serbia,Europe,SRB,2017,76.0,14300,8790000
Seychelles,Africa,SYC,2017,74.0,26900,94700
Sierra Leone,Africa,SLE,2017,59.6,1430,7560000
Singapore,Asia,SGP,2017,83.8,82600,5710000
Slovak Republic,Europe,SVK,2017,77.0,30200,5450000
Slovenia,Europe,SVN,2017,81.0,30400,2080000
Solomon Islands,Asia,SLB,2017,63.3,2090,611000
Somalia,Africa,SOM,2017,57.6,627,14700000
South Africa,Africa,ZAF,2017,63.0,12300,56700000
South Korea,Asia,KOR,2017,81.2,35800,51000000
South Sudan,Africa,SSD,2017,60.2,1850,12600000
Spain,Europe,ESP,2017,83.1,34000,46400000
Sri Lanka,Asia,LKA,2017,77.6,11900,20900000
St. Lucia,Americas,LCA,2017,76.4,10800,179000
St. Vincent and the Grenadines,Americas,VCT,2017,71.9,11100,110000
Sudan,Africa,SDN,2017,68.5,4410,40500000
Suriname,Americas,SUR,2017,71.5,13000,563000
Swaziland,Africa,SWZ,2017,58.2,7660,1370000
Sweden,Europe,SWE,2017,82.2,47000,9910000
Switzerland,Europe,CHE,2017,83.3,56900,8480000
Syria,Asia,SYR,2017,69.0,3100,18300000
Tajikistan,Asia,TJK,2017,72.0,2840,8920000
Tanzania,Africa,TZA,2017,64.9,2680,57300000
Thailand,Asia,THA,2017,78.0,16300,69000000
Timor-Leste,Asia,TLS,2017,73.0,1800,1300000
Togo,Africa,TGO,2017,62.9,1430,7800000
Tonga,Asia,TON,2017,70.6,5410,108000
Trinidad and Tobago,Americas,TTO,2017,73.3,29900,1370000
Tunisia,Africa,TUN,2017,77.7,11200,11500000
Turkey,Europe,TUR,2017,79.3,24300,80700000
Turkmenistan,Asia,TKM,2017,70.4,16700,5760000
Uganda,Africa,UGA,2017,62.6,1760,42900000
Ukraine,Europe,UKR,2017,72.2,7990,44200000
United Arab Emirates,Asia,ARE,2017,76.7,67700,9400000
United Kingdom,Europe,GBR,2017,81.0,39500,66200000
United States,Americas,USA,2017,79.0,54200,324000000
Uruguay,Americas,URY,2017,77.4,20600,3460000
Uzbekistan,Asia,UZB,2017,70.4,6360,31900000
Vanuatu,Asia,VUT,2017,64.1,2890,276000
Venezuela,Americas,VEN,2017,75.7,14500,32000000
Vietnam,Asia,VNM,2017,74.7,6250,95500000
Yemen,Asia,YEM,2017,66.9,2380,28300000
Zambia,Africa,ZMB,2017,59.1,3750,17100000
Zimbabwe,Africa,ZWE,2017,59.8,1910,16500000
