date,Date,CDID,Value,series
2020 FEB,2020-02-15,WUNG,0.23,Misc
2020 JAN,2020-01-15,WUMA,0.14,Food
2020 JAN,2020-01-15,WUMB,0.06,AlcoholTobacco
2020 JAN,2020-01-15,WUMC,0.03,ClothingFootwear
2020 JAN,2020-01-15,WUMD,0.26,HousingHouseService
2020 JAN,2020-01-15,WUMP,0.03,FurnitureHousehold
2020 JAN,2020-01-15,WUMQ,0.08,Health
2020 JAN,2020-01-15,WUMW,0.28,Transport
2020 JAN,2020-01-15,WUMX,0.1,Communication
2020 JAN,2020-01-15,WUNC,0.24,RecreationCulture
2020 JAN,2020-01-15,WUND,0.06,Education
2020 JAN,2020-01-15,WUNE,0.26,RestaurantsHotels
2020 JAN,2020-01-15,WUNG,0.23,Misc
2020 JUL,2020-07-15,WUMA,0.08,Food
2020 JUL,2020-07-15,WUMB,0.1,AlcoholTobacco
2020 JUL,2020-07-15,WUMC,0.02,ClothingFootwear
2020 JUL,2020-07-15,WUMD,-0.11,HousingHouseService
2020 JUL,2020-07-15,WUMP,0.06,FurnitureHousehold
2020 JUL,2020-07-15,WUMQ,0.09,Health
2020 JUL,2020-07-15,WUMW,-0.12,Transport
2020 JUL,2020-07-15,WUMX,0.1,Communication
2020 JUL,2020-07-15,WUNC,0.43,RecreationCulture
2020 JUL,2020-07-15,WUND,0.06,Education
2020 JUL,2020-07-15,WUNE,0.21,RestaurantsHotels
2020 JUL,2020-07-15,WUNG,0.13,Misc
2020 JUN,2020-06-15,WUMA,0.11,Food
2020 JUN,2020-06-15,WUMB,0.08,AlcoholTobacco
2020 JUN,2020-06-15,WUMC,-0.13,ClothingFootwear
2020 JUN,2020-06-15,WUMD,-0.15,HousingHouseService
2020 JUN,2020-06-15,WUMP,-0.03,FurnitureHousehold
2020 JUN,2020-06-15,WUMQ,0.06,Health
2020 JUN,2020-06-15,WUMW,-0.24,Transport
2020 JUN,2020-06-15,WUMX,0.09,Communication
2020 JUN,2020-06-15,WUNC,0.42,RecreationCulture
2020 JUN,2020-06-15,WUND,0.06,Education
2020 JUN,2020-06-15,WUNE,0.21,RestaurantsHotels
2020 JUN,2020-06-15,WUNG,0.13,Misc
2020 MAR,2020-03-15,WUMA,0.13,Food
2020 MAR,2020-03-15,WUMB,0.06,AlcoholTobacco
2020 MAR,2020-03-15,WUMC,-0.07,ClothingFootwear
2020 MAR,2020-03-15,WUMD,0.22,HousingHouseService
2020 MAR,2020-03-15,WUMP,0.01,FurnitureHousehold
2020 MAR,2020-03-15,WUMQ,0.09,Health
2020 MAR,2020-03-15,WUMW,0.21,Transport
2020 MAR,2020-03-15,WUMX,0.12,Communication
2020 MAR,2020-03-15,WUNC,0.21,RecreationCulture
2020 MAR,2020-03-15,WUND,0.06,Education
2020 MAR,2020-03-15,WUNE,0.26,RestaurantsHotels
2020 MAR,2020-03-15,WUNG,0.24,Misc
2020 MAY,2020-05-15,WUMA,0.18,Food
2020 MAY,2020-05-15,WUMB,0.1,AlcoholTobacco
2020 MAY,2020-05-15,WUMC,-0.2,ClothingFootwear
2020 MAY,2020-05-15,WUMD,-0.16,HousingHouseService
2020 MAY,2020-05-15,WUMP,-0.03,FurnitureHousehold
2020 MAY,2020-05-15,WUMQ,0.02,Health
2020 MAY,2020-05-15,WUMW,-0.25,Transport
2020 MAY,2020-05-15,WUMX,0.09,Communication
2020 MAY,2020-05-15,WUNC,0.31,RecreationCulture
2020 MAY,2020-05-15,WUND,0.06,Education
2020 MAY,2020-05-15,WUNE,0.24,RestaurantsHotels
2020 MAY,2020-05-15,WUNG,0.11,Misc
2020 NOV,2020-11-15,WUMA,-0.06,Food
2020 NOV,2020-11-15,WUMB,0.08,AlcoholTobacco
2020 NOV,2020-11-15,WUMC,-0.25,ClothingFootwear
2020 NOV,2020-11-15,WUMD,-0.18,HousingHouseService
2020 NOV,2020-11-15,WUMP,-0.01,FurnitureHousehold
2020 NOV,2020-11-15,WUMQ,0.05,Health
2020 NOV,2020-11-15,WUMW,0.15,Transport
2020 NOV,2020-11-15,WUMX,0.08,Communication
2020 NOV,2020-11-15,WUNC,0.32,RecreationCulture
2020 NOV,2020-11-15,WUND,0.06,Education
2020 NOV,2020-11-15,WUNE,0.04,RestaurantsHotels
2020 NOV,2020-11-15,WUNG,0.04,Misc
2020 OCT,2020-10-15,WUMA,0.06,Food
2020 OCT,2020-10-15,WUMB,0.08,AlcoholTobacco
2020 OCT,2020-10-15,WUMC,-0.01,ClothingFootwear
2020 OCT,2020-10-15,WUMD,-0.17,HousingHouseService
2020 OCT,2020-10-15,WUMP,0.02,FurnitureHousehold
2020 OCT,2020-10-15,WUMQ,0.06,Health
2020 OCT,2020-10-15,WUMW,0.19,Transport
2020 OCT,2020-10-15,WUMX,0.07,Communication
2020 OCT,2020-10-15,WUNC,0.33,RecreationCulture
2020 OCT,2020-10-15,WUND,0.06,Education
2020 OCT,2020-10-15,WUNE,-0.06,RestaurantsHotels
2020 OCT,2020-10-15,WUNG,0.07,Misc
2020 SEP,2020-09-15,WUMA,-0.01,Food
2020 SEP,2020-09-15,WUMB,0.08,AlcoholTobacco
2020 SEP,2020-09-15,WUMC,-0.09,ClothingFootwear
2020 SEP,2020-09-15,WUMD,-0.11,HousingHouseService
2020 SEP,2020-09-15,WUMP,-0.03,FurnitureHousehold
2020 SEP,2020-09-15,WUMQ,0.06,Health
2020 SEP,2020-09-15,WUMW,0.14,Transport
2020 SEP,2020-09-15,WUMX,0.07,Communication
2020 SEP,2020-09-15,WUNC,0.4,RecreationCulture
2020 SEP,2020-09-15,WUND,0.05,Education
2020 SEP,2020-09-15,WUNE,-0.08,RestaurantsHotels
2020 SEP,2020-09-15,WUNG,0.07,Misc
2021 JAN,2021-01-15,WUMA,-0.06,Food
2021 JAN,2021-01-15,WUMB,0.13,AlcoholTobacco
2021 JAN,2021-01-15,WUMC,-0.29,ClothingFootwear
2021 JAN,2021-01-15,WUMD,-0.16,HousingHouseService
2021 JAN,2021-01-15,WUMP,0.06,FurnitureHousehold
2021 JAN,2021-01-15,WUMQ,0.03,Health
2021 JAN,2021-01-15,WUMW,0.31,Transport
2021 JAN,2021-01-15,WUMX,0.05,Communication
2021 JAN,2021-01-15,WUNC,0.44,RecreationCulture
2021 JAN,2021-01-15,WUND,0.06,Education
2021 JAN,2021-01-15,WUNE,0.1,RestaurantsHotels
2021 JAN,2021-01-15,WUNG,0.03,Misc
