sentences,axes,axes2,ptypes,dnames,vids,scores,scores2
"""We have a graph here, where we track profit and sales.""",Non-technical-Technical,Implicit-Explicit,query,superstore,scatter,2,3
"""This graph shows profit on the horizontal axis and sales on the vertical axis.""",Non-technical-Technical,Implicit-Explicit,query,superstore,scatter,3,3
"""This is a graph, with profit on the x-axis and sales on the y-axis.""",Non-technical-Technical,Implicit-Explicit,query,superstore,scatter,4,3
"""This graph plots profit on the x-axis and sales on the y-axis.""",Non-technical-Technical,Implicit-Explicit,query,superstore,scatter,5,3
"""Envision a chart with revenue on one axis and sales volume on the other.""",Non-technical-Technical,Implicit-Explicit,query,superstore,scatter,1,4
"""We're looking at a chart where we track revenue and sales volume.""",Non-technical-Technical,Implicit-Explicit,query,superstore,scatter,2,4
"""This chart shows revenue on the horizontal axis and sales volume on the vertical axis.""",Non-technical-Technical,Implicit-Explicit,query,superstore,scatter,3,4
"""This is a chart, with revenue on the x-axis and sales volume on the y-axis.""",Non-technical-Technical,Implicit-Explicit,query,superstore,scatter,4,4
"""This chart plots revenue on the x-axis and sales volume on the y-axis.""",Non-technical-Technical,Implicit-Explicit,query,superstore,scatter,5,4
"""Visualize a scatter plot with net income on one axis and units sold on the other.""",Non-technical-Technical,Implicit-Explicit,query,superstore,scatter,1,5
"""We're examining a scatter plot where we track net income and units sold.""",Non-technical-Technical,Implicit-Explicit,query,superstore,scatter,2,5
"""This scatter plot shows net income on the horizontal axis and units sold on the vertical axis.""",Non-technical-Technical,Implicit-Explicit,query,superstore,scatter,3,5
"""This is a scatter plot, with net income on the x-axis and units sold on the y-axis.""",Non-technical-Technical,Implicit-Explicit,query,superstore,scatter,4,5
"""This scatter plot plots net income on the x-axis and units sold on the y-axis.""",Non-technical-Technical,Implicit-Explicit,query,superstore,scatter,5,5
"I feel like the chart is trying to show us something about profits and sales, you know?",Subjective-Objective,Implicit-Explicit,query,superstore,scatter,1,1
"I think the chart is about profits and sales, but it's not very clear.",Subjective-Objective,Implicit-Explicit,query,superstore,scatter,2,1
I believe the chart is showing profits on the x-axis and sales on the y-axis.,Subjective-Objective,Implicit-Explicit,query,superstore,scatter,3,1
I'm pretty sure the chart is plotting profits against sales.,Subjective-Objective,Implicit-Explicit,query,superstore,scatter,4,1
The chart clearly shows profits on the x-axis and sales on the y-axis.,Subjective-Objective,Implicit-Explicit,query,superstore,scatter,5,1
"The chart seems to be about profits and sales, doesn't it?",Subjective-Objective,Implicit-Explicit,query,superstore,scatter,1,2
"The chart might be showing profits and sales, but it's not very explicit.",Subjective-Objective,Implicit-Explicit,query,superstore,scatter,2,2
The chart appears to be showing profits on the x-axis and sales on the y-axis.,Subjective-Objective,Implicit-Explicit,query,superstore,scatter,3,2
The chart is likely plotting profits against sales.,Subjective-Objective,Implicit-Explicit,query,superstore,scatter,4,2
The chart is definitely showing profits on the x-axis and sales on the y-axis.,Subjective-Objective,Implicit-Explicit,query,superstore,scatter,5,2
"The chart could be about profits and sales, right?",Subjective-Objective,Implicit-Explicit,query,superstore,scatter,1,3
"The chart could be showing profits and sales, but it's not very explicit.",Subjective-Objective,Implicit-Explicit,query,superstore,scatter,2,3
The chart seems to be showing profits on the x-axis and sales on the y-axis.,Subjective-Objective,Implicit-Explicit,query,superstore,scatter,3,3
The chart is probably plotting profits against sales.,Subjective-Objective,Implicit-Explicit,query,superstore,scatter,4,3
The chart is showing profits on the x-axis and sales on the y-axis.,Subjective-Objective,Implicit-Explicit,query,superstore,scatter,5,3
"The chart is about profits and sales, isn't it?",Subjective-Objective,Implicit-Explicit,query,superstore,scatter,1,4
"The chart is showing profits and sales, but it's not very explicit.",Subjective-Objective,Implicit-Explicit,query,superstore,scatter,2,4
The chart is showing profits on the x-axis and sales on the y-axis.,Subjective-Objective,Implicit-Explicit,query,superstore,scatter,3,4
The chart is plotting profits against sales.,Subjective-Objective,Implicit-Explicit,query,superstore,scatter,4,4
The chart clearly shows profits on the x-axis and sales on the y-axis.,Subjective-Objective,Implicit-Explicit,query,superstore,scatter,5,4
The chart is about profits and sales.,Subjective-Objective,Implicit-Explicit,query,superstore,scatter,1,5
The chart is showing profits and sales.,Subjective-Objective,Implicit-Explicit,query,superstore,scatter,2,5
The chart is showing profits on the x-axis and sales on the y-axis.,Subjective-Objective,Implicit-Explicit,query,superstore,scatter,3,5
The chart is plotting profits against sales.,Subjective-Objective,Implicit-Explicit,query,superstore,scatter,4,5
The chart shows profits on the x-axis and sales on the y-axis.,Subjective-Objective,Implicit-Explicit,query,superstore,scatter,5,5
"Can you whip up a graph with ""Profit"" on the side-to-side line and ""Sales"" on the up-and-down line?",Colloquial-Standard,Non-technical-Technical,question,superstore,scatter,1,1
"Can you make a graph with ""Profit"" on the horizontal and ""Sales"" on the vertical?",Colloquial-Standard,Non-technical-Technical,question,superstore,scatter,2,1
"Can you construct a graph with ""Profit"" on the abscissa and ""Sales"" on the ordinate?",Colloquial-Standard,Non-technical-Technical,question,superstore,scatter,3,1
"Can you generate a Cartesian plot with ""Profit"" on the x-coordinate and ""Sales"" on the y-coordinate?",Colloquial-Standard,Non-technical-Technical,question,superstore,scatter,4,1
"Can you fabricate a scatter plot with ""Profit"" as the independent variable and ""Sales"" as the dependent variable?",Colloquial-Standard,Non-technical-Technical,question,superstore,scatter,5,1
"Could you create a graph with ""Profit"" on the side line and ""Sales"" on the top line?",Colloquial-Standard,Non-technical-Technical,question,superstore,scatter,1,2
"Could you create a chart with ""Profit"" on the horizontal axis and ""Sales"" on the vertical axis?",Colloquial-Standard,Non-technical-Technical,question,superstore,scatter,2,2
"Could you construct a graph with ""Profit"" on the x-axis and ""Sales"" on the y-axis?",Colloquial-Standard,Non-technical-Technical,question,superstore,scatter,3,2
"Could you generate a plot with ""Profit"" as the x-coordinate and ""Sales"" as the y-coordinate?",Colloquial-Standard,Non-technical-Technical,question,superstore,scatter,4,2
"Could you fabricate a scatter diagram with ""Profit"" as the independent variable and ""Sales"" as the dependent variable?",Colloquial-Standard,Non-technical-Technical,question,superstore,scatter,5,2
"Would you be able to create a graph with ""Profit"" on the side line and ""Sales"" on the top line?",Colloquial-Standard,Non-technical-Technical,question,superstore,scatter,1,3
"Would you be able to create a chart with ""Profit"" on the horizontal axis and ""Sales"" on the vertical axis?",Colloquial-Standard,Non-technical-Technical,question,superstore,scatter,2,3
"Would you be able to construct a graph with ""Profit"" on the x-axis and ""Sales"" on the y-axis?",Colloquial-Standard,Non-technical-Technical,question,superstore,scatter,3,3
"Would you be able to generate a plot with ""Profit"" as the x-coordinate and ""Sales"" as the y-coordinate?",Colloquial-Standard,Non-technical-Technical,question,superstore,scatter,4,3
"Would you be able to fabricate a scatter diagram with ""Profit"" as the independent variable and ""Sales"" as the dependent variable?",Colloquial-Standard,Non-technical-Technical,question,superstore,scatter,5,3
"Could you kindly create a graph with ""Profit"" on the side line and ""Sales"" on the top line?",Colloquial-Standard,Non-technical-Technical,question,superstore,scatter,1,4
"Could you kindly create a chart with ""Profit"" on the horizontal axis and ""Sales"" on the vertical axis?",Colloquial-Standard,Non-technical-Technical,question,superstore,scatter,2,4
"Could you kindly construct a graph with ""Profit"" on the x-axis and ""Sales"" on the y-axis?",Colloquial-Standard,Non-technical-Technical,question,superstore,scatter,3,4
"Could you kindly generate a plot with ""Profit"" as the x-coordinate and ""Sales"" as the y-coordinate?",Colloquial-Standard,Non-technical-Technical,question,superstore,scatter,4,4
"Could you kindly fabricate a scatter diagram with ""Profit"" as the independent variable and ""Sales"" as the dependent variable?",Colloquial-Standard,Non-technical-Technical,question,superstore,scatter,5,4
"Would you be so kind as to create a graph with ""Profit"" on the side line and ""Sales"" on the top line?",Colloquial-Standard,Non-technical-Technical,question,superstore,scatter,1,5
"Would you be so kind as to create a chart with ""Profit"" on the horizontal axis and ""Sales"" on the vertical axis?",Colloquial-Standard,Non-technical-Technical,question,superstore,scatter,2,5
"Would you be so kind as to construct a graph with ""Profit"" on the x-axis and ""Sales"" on the y-axis?",Colloquial-Standard,Non-technical-Technical,question,superstore,scatter,3,5
"Would you be so kind as to generate a plot with ""Profit"" as the x-coordinate and ""Sales"" as the y-coordinate?",Colloquial-Standard,Non-technical-Technical,question,superstore,scatter,4,5
"Would you be so kind as to fabricate a scatter diagram with ""Profit"" as the independent variable and ""Sales"" as the dependent variable?",Colloquial-Standard,Non-technical-Technical,question,superstore,scatter,5,5
"Can you whip up a chart with ""Profit"" on the side and ""Sales"" up top? Just my opinion, but I think it'd look good.",Colloquial-Standard,Subjective-Objective,question,superstore,scatter,1,1
"Can you make a chart with ""Profit"" on the side and ""Sales"" up top? I reckon it'd be useful.",Colloquial-Standard,Subjective-Objective,question,superstore,scatter,2,1
"Can you make a chart with ""Profit"" on the side and ""Sales"" up top? It seems like a good idea.",Colloquial-Standard,Subjective-Objective,question,superstore,scatter,3,1
"Can you make a chart with ""Profit"" on the side and ""Sales"" up top? It would provide a clear representation.",Colloquial-Standard,Subjective-Objective,question,superstore,scatter,4,1
"Can you make a chart with ""Profit"" on the side and ""Sales"" up top? It would accurately depict the relationship.",Colloquial-Standard,Subjective-Objective,question,superstore,scatter,5,1
"Could you put together a chart with ""Profit"" on the x-axis and ""Sales"" on the y-axis? I feel it would be beneficial.",Colloquial-Standard,Subjective-Objective,question,superstore,scatter,1,2
"Could you put together a chart with ""Profit"" on the x-axis and ""Sales"" on the y-axis? I think it would be helpful.",Colloquial-Standard,Subjective-Objective,question,superstore,scatter,2,2
"Could you put together a chart with ""Profit"" on the x-axis and ""Sales"" on the y-axis? It seems to be a logical step.",Colloquial-Standard,Subjective-Objective,question,superstore,scatter,3,2
"Could you put together a chart with ""Profit"" on the x-axis and ""Sales"" on the y-axis? It would provide a clear visualization.",Colloquial-Standard,Subjective-Objective,question,superstore,scatter,4,2
