sentences,axes,ptypes,dnames,vids,scores
What is the quantity of each 'Creative Type' displayed on the bar chart?,Colloquial-Standard,question,movies,singleAttrBar,4
What is the numerical representation of each 'Creative Type' exhibited on the bar chart?,Colloquial-Standard,question,movies,singleAttrBar,5
How many of each kind of 'Creative Type' can we see on the bar chart?,Non-technical-Technical,question,movies,singleAttrBar,1
Can you tell me the number of each 'Creative Type' shown on the bar chart?,Non-technical-Technical,question,movies,singleAttrBar,2
What's the quantity of each 'Creative Type' represented on the bar chart?,Non-technical-Technical,question,movies,singleAttrBar,3
What is the numerical representation of each 'Creative Type' on the bar chart?,Non-technical-Technical,question,movies,singleAttrBar,4
What is the quantitative distribution of each 'Creative Type' as depicted on the bar chart?,Non-technical-Technical,question,movies,singleAttrBar,5
What do you think is the number of each 'Creative Type' shown on the bar chart?,Subjective-Objective,question,movies,singleAttrBar,1
I'm curious about your thoughts on the number of each 'Creative Type' shown on the bar chart?,Subjective-Objective,question,movies,singleAttrBar,2
Can we discuss the number of each 'Creative Type' that appears on the bar chart?,Subjective-Objective,question,movies,singleAttrBar,3
Could you provide the number of each 'Creative Type' that is represented on the bar chart?,Subjective-Objective,question,movies,singleAttrBar,4
Please provide the quantity of each 'Creative Type' represented on the bar chart.,Subjective-Objective,question,movies,singleAttrBar,5
Can you figure out the numbers for each 'Creative Type' on the bar chart?,Implicit-Explicit,question,movies,singleAttrBar,1
Could you take a look at the bar chart and see how each 'Creative Type' stacks up?,Implicit-Explicit,question,movies,singleAttrBar,2
Can you tell me the numbers represented for each 'Creative Type' on the bar chart?,Implicit-Explicit,question,movies,singleAttrBar,3
Please provide the count for each 'Creative Type' shown on the bar chart.,Implicit-Explicit,question,movies,singleAttrBar,4
I need the exact count for each 'Creative Type' as displayed on the bar chart.,Implicit-Explicit,question,movies,singleAttrBar,5
Whip up a bar graph with 'Major Genre' on the side-to-side line and the average 'Worldwide Gross' on the up-and-down line.,Colloquial-Standard,command,movies,bar,1
Make a bar graph with 'Major Genre' on the horizontal line and the average 'Worldwide Gross' on the vertical line.,Colloquial-Standard,command,movies,bar,2
Construct a bar chart with 'Major Genre' on the x-axis and the average 'Worldwide Gross' on the y-axis.,Colloquial-Standard,command,movies,bar,3
Please generate a bar chart with 'Major Genre' as the x-axis and the average 'Worldwide Gross' as the y-axis.,Colloquial-Standard,command,movies,bar,4
"It is requested to produce a bar chart, positioning 'Major Genre' on the x-axis and the average 'Worldwide Gross' on the y-axis.",Colloquial-Standard,command,movies,bar,5
Make a simple graph with 'Major Genre' along the bottom and the average 'Worldwide Gross' going up the side.,Non-technical-Technical,command,movies,bar,1
Draw a graph with 'Major Genre' at the bottom and the average 'Worldwide Gross' going up.,Non-technical-Technical,command,movies,bar,2
Construct a bar graph with 'Major Genre' as the horizontal category and the average 'Worldwide Gross' as the vertical value.,Non-technical-Technical,command,movies,bar,3
Develop a bar chart where 'Major Genre' is represented on the horizontal axis and the mean 'Worldwide Gross' is represented on the vertical axis.,Non-technical-Technical,command,movies,bar,4
Generate a bar diagram with 'Major Genre' as the abscissa and the arithmetic mean of 'Worldwide Gross' as the ordinate.,Non-technical-Technical,command,movies,bar,5
I think you should make a bar chart with 'Major Genre' on the x-axis and the average 'Worldwide Gross' on the y-axis. It would look really good.,Subjective-Objective,command,movies,bar,1
I feel it would be beneficial to create a bar chart with 'Major Genre' on the x-axis and the average 'Worldwide Gross' on the y-axis.,Subjective-Objective,command,movies,bar,2
It might be a good idea to create a bar chart with 'Major Genre' on the x-axis and the average 'Worldwide Gross' on the y-axis.,Subjective-Objective,command,movies,bar,3
You could create a bar chart with 'Major Genre' on the x-axis and the average 'Worldwide Gross' on the y-axis.,Subjective-Objective,command,movies,bar,4
Create a bar chart with 'Major Genre' on the x-axis and the average 'Worldwide Gross' on the y-axis.,Subjective-Objective,command,movies,bar,5
How about we visualize 'Major Genre' and 'Worldwide Gross' in a more graphical way?,Implicit-Explicit,command,movies,bar,1
Maybe a bar chart could help us understand the relationship between 'Major Genre' and 'Worldwide Gross' better.,Implicit-Explicit,command,movies,bar,2
"Let's consider making a bar chart, with 'Major Genre' and 'Worldwide Gross' as the variables.",Implicit-Explicit,command,movies,bar,3
"Please make a bar chart, using 'Major Genre' as the x-axis and 'Worldwide Gross' as the y-axis.",Implicit-Explicit,command,movies,bar,4
I need you to create a bar chart. The x-axis should be 'Major Genre' and the y-axis should represent the average 'Worldwide Gross'.,Implicit-Explicit,command,movies,bar,5
The average global earnings shown in the 'Major Genre' bar graph.,Colloquial-Standard,query,movies,bar,1
The bar graph's 'Major Genre' shows the average of the total worldwide earnings.,Colloquial-Standard,query,movies,bar,2
The 'Major Genre' bar chart represents the mean of the 'Worldwide Gross'.,Colloquial-Standard,query,movies,bar,3
The bar chart labeled 'Major Genre' illustrates the mean value of 'Worldwide Gross'.,Colloquial-Standard,query,movies,bar,4
"The bar chart, denoted as 'Major Genre', depicts the mean of the 'Worldwide Gross' earnings.",Colloquial-Standard,query,movies,bar,5
A simple graph showing the average global earnings for each major movie type.,Non-technical-Technical,query,movies,bar,1
A graph showing the average total money made worldwide for each main movie genre.,Non-technical-Technical,query,movies,bar,2
A bar graph representing the average total earnings globally for each primary film genre.,Non-technical-Technical,query,movies,bar,3
A bar chart illustrating the mean of global gross revenue for each major film genre.,Non-technical-Technical,query,movies,bar,4
A bar chart depicting the mean of 'Worldwide Gross' for each category under 'Major Genre'.,Non-technical-Technical,query,movies,bar,5
I feel like the bar chart showing the 'Major Genre' and the mean of 'Worldwide Gross' is quite insightful.,Subjective-Objective,query,movies,bar,1
"In my opinion, the bar chart that represents the 'Major Genre' and the mean of 'Worldwide Gross' is quite informative.",Subjective-Objective,query,movies,bar,2
The bar chart seems to provide a good representation of the 'Major Genre' and the mean of 'Worldwide Gross'.,Subjective-Objective,query,movies,bar,3
The bar chart provides a representation of the 'Major Genre' and the mean of 'Worldwide Gross'.,Subjective-Objective,query,movies,bar,4
The bar chart represents the 'Major Genre' and the mean of 'Worldwide Gross'.,Subjective-Objective,query,movies,bar,5
"You know, that bar chart we were looking at, the one about 'Major Genre' and 'Worldwide Gross'.",Implicit-Explicit,query,movies,bar,1
Remember the bar chart we saw? It was about 'Major Genre' and the average 'Worldwide Gross'.,Implicit-Explicit,query,movies,bar,2
The bar chart shows the 'Major Genre' and the mean of 'Worldwide Gross'.,Implicit-Explicit,query,movies,bar,3
The bar chart clearly presents the 'Major Genre' and the average 'Worldwide Gross'.,Implicit-Explicit,query,movies,bar,4
The bar chart explicitly displays the 'Major Genre' and the mean value of 'Worldwide Gross'.,Implicit-Explicit,query,movies,bar,5
